vit_dima806,swin_umm_maybe,swin_sdxl,vit_prithiv_v2,dual_stream_freq,label_is_ai,majority_pred
0.9944223761558533,0.03917994350194931,0.9084855914115906,0.7693260312080383,0.07832630723714828,1,1
0.9995365142822266,0.010614891536533833,0.00024918594863265753,0.06852306425571442,0.04819229617714882,1,0
0.9987252354621887,0.10498887300491333,1.4808123296461417e-06,0.8050968050956726,0.9013877511024475,1,1
0.05940323695540428,0.6397903561592102,0.9998621940612793,0.5895445346832275,0.2630172371864319,1,1
0.30568790435791016,0.05737990140914917,0.9927518367767334,0.5358588695526123,0.13762295246124268,1,0
0.0007855080184526742,0.022622916847467422,0.1757628172636032,0.8729293346405029,0.1456093192100525,0,0
0.005650574341416359,0.6520286202430725,0.037503670901060104,0.8719928860664368,0.040452081710100174,0,0
0.4663523733615875,0.017331261187791824,0.9999860525131226,0.5435961484909058,0.016737937927246094,1,0
0.21038585901260376,0.014752381481230259,6.08086452302814e-07,0.5841992497444153,0.08204636722803116,1,0
0.0014301389455795288,0.5572524070739746,0.010210721753537655,0.8451520204544067,0.13235263526439667,0,0
0.999565064907074,0.20091411471366882,9.344059748173095e-08,0.07999526709318161,0.1917705088853836,1,0
0.0009441723232157528,0.5383814573287964,3.4457983133506787e-08,0.75279700756073,0.07790880650281906,0,0
0.9993898868560791,0.3059273660182953,1.6821179087855853e-05,0.08113016188144684,0.758368730545044,1,0
0.999407172203064,0.5815249681472778,0.013511629775166512,0.27425023913383484,0.5735949277877808,1,1
0.0021461809519678354,0.38086673617362976,0.0005666007637046278,0.6929493546485901,0.8864110112190247,0,0
0.2613164484500885,0.44267430901527405,0.27360159158706665,0.7729959487915039,0.3036555349826813,0,0
0.000677937176078558,0.4628974497318268,0.0011789931450039148,0.8852085471153259,0.4215337634086609,0,0
0.9990211725234985,0.20374037325382233,2.087933381744733e-09,0.10562913119792938,0.5262070894241333,1,0
0.5872061848640442,0.41680264472961426,0.9985488057136536,0.3100404143333435,0.34564557671546936,0,0
0.0018132947152480483,0.9466868042945862,2.1304949768818915e-05,0.9072168469429016,0.011906749568879604,0,0
0.0008611738448962569,0.7363576292991638,1.2867858458776027e-05,0.8163772821426392,0.023280391469597816,0,0
0.0027564018964767456,0.25677192211151123,0.9926238059997559,0.6954788565635681,0.0026445789262652397,1,0
0.03545932471752167,0.2623010277748108,0.00884836632758379,0.5747846364974976,0.007706087082624435,1,0
0.0004908749251626432,0.6427324414253235,4.984915449313121e-07,0.8333866000175476,0.2877771556377411,0,0
0.009377016685903072,0.023628296330571175,0.9964010715484619,0.6820564866065979,0.018956445157527924,1,0
0.15791283547878265,0.032907191663980484,0.04682108387351036,0.5357743501663208,0.005543186329305172,1,0
0.1256401389837265,0.0031406928319483995,0.9996970891952515,0.6549581289291382,0.013304205611348152,1,0
0.0005473767523653805,0.6282538175582886,2.9143827759980923e-06,0.8902028799057007,0.07770586758852005,0,0
0.0006881117587909102,0.7698395848274231,9.47440454979187e-08,0.8334550857543945,0.10106223821640015,0,0
0.0010715856915339828,0.9694427847862244,1.8925184122053906e-05,0.8754168748855591,0.030269194394350052,0,0
0.9987632036209106,0.328166127204895,4.165466691574693e-07,0.836595892906189,0.2012525349855423,1,0
0.1844356209039688,0.0935668870806694,0.6987349987030029,0.5090526938438416,0.3150152564048767,0,0
0.017639918252825737,0.017794201150536537,0.9994018077850342,0.7734907269477844,0.0017634873511269689,1,0
0.0012355191865935922,0.8216791749000549,2.3563963623018935e-05,0.8928136825561523,0.12075050175189972,0,0
0.29675084352493286,0.030228449031710625,0.9999570846557617,0.616821825504303,0.017091892659664154,1,0
0.0008897548541426659,0.18724633753299713,0.002299453830346465,0.8619256019592285,0.14723724126815796,0,0
0.9992885589599609,0.3203965127468109,0.003926089499145746,0.8229655623435974,0.6200393438339233,1,1
0.9994033575057983,0.6294368505477905,0.00010847654630197212,0.8561445474624634,0.029907722026109695,1,1
0.0009696720517240465,0.497111976146698,5.733732177759521e-05,0.8994802832603455,0.09528391808271408,0,0
0.9938887357711792,0.2133989781141281,2.2307069968974247e-07,0.0895828977227211,0.42939451336860657,1,0
0.9994112253189087,0.6239489316940308,0.928435206413269,0.07287204265594482,0.9265496730804443,1,1
0.9996052384376526,0.2650778591632843,0.0008462805999442935,0.06562015414237976,0.9789327383041382,1,0
0.0009435679530724883,0.31948527693748474,0.4330838620662689,0.8560002446174622,0.5570581555366516,0,0
0.9988874793052673,0.7860944271087646,1.0826443030964583e-06,0.11952801048755646,0.2633768618106842,1,0
